[Thu Dec  4 09:09:44.957 2008] 0.018 sec [ext/2/rel 0 (0,15)] [*] alvaro @status NOT LIKE 'pendiente'
[Fri Dec  5 00:43:37.653 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:38.008 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:38.301 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:38.590 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:38.882 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:39.172 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:39.463 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:39.749 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:40.033 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:40.321 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:40.611 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:40.902 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:41.195 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:41.489 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:41.781 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:42.075 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:42.366 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:42.657 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:42.950 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:43.238 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:43.524 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:43.816 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:44.103 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:44.393 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:44.686 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:44.976 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:45.267 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:45.558 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:45.850 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:46.148 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:46.441 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:46.862 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:47.155 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:47.454 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:47.750 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:48.046 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:48.335 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:48.629 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:48.924 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:49.215 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:49.505 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:49.798 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:50.093 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:50.386 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:50.682 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:50.979 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:51.275 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:51.574 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:51.876 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:52.181 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:52.549 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:52.902 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:53.202 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:53.580 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:53.963 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:54.341 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:54.719 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:55.078 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:55.477 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
